Node,nxc,nyc,Node_new
568,13.844999999999999,53.585,
569,13.934999999999999,53.585,
570,14.024999999999999,53.585,
571,14.114999999999998,53.585,
572,14.205,53.585,
573,14.295,53.585,
574,14.385,53.585,
575,14.475,53.585,
576,14.565,53.585,21.0
577,14.655,53.585,22.0
578,14.745000000000001,53.585,
579,14.835,53.585,
580,14.925,53.585,
581,7.545,53.675,
582,7.635,53.675,
583,7.725,53.675,
584,7.815,53.675,
585,7.905,53.675,
586,7.995,53.675,
587,8.085,53.675,23.0
588,8.175,53.675,24.0
589,8.265,53.675,25.0
590,8.355,53.675,26.0
591,8.445,53.675,27.0
592,8.535,53.675,
593,8.625,53.675,
594,8.715,53.675,
595,8.805,53.675,
596,8.895,53.675,
597,8.985,53.675,
598,9.075,53.675,
599,9.165,53.675,
600,9.254999999999999,53.675,
601,9.345,53.675,
602,9.435,53.675,28.0
603,9.525,53.675,29.0
604,9.615,53.675,
605,9.705,53.675,
606,9.795,53.675,
607,9.885,53.675,
608,9.975,53.675,
609,10.065,53.675,
610,10.155,53.675,
611,10.245000000000001,53.675,
612,10.335,53.675,
613,10.425,53.675,
614,10.515,53.675,
615,10.605,53.675,
616,10.695,53.675,
617,10.785,53.675,
618,10.875,53.675,
619,10.965,53.675,
620,11.055,53.675,
621,11.145,53.675,
622,11.235,53.675,
623,11.325,53.675,
624,11.415,53.675,
625,11.504999999999999,53.675,
626,11.594999999999999,53.675,
627,11.684999999999999,53.675,
628,11.774999999999999,53.675,
629,11.865,53.675,
630,11.955,53.675,
631,12.045,53.675,
632,12.135,53.675,
633,12.225,53.675,
634,12.315,53.675,
635,12.405000000000001,53.675,
636,12.495000000000001,53.675,
637,12.585,53.675,
638,12.675,53.675,
639,12.765,53.675,
640,12.855,53.675,
641,12.945,53.675,
642,13.035,53.675,
643,13.125,53.675,
644,13.215,53.675,
645,13.305,53.675,
646,13.395,53.675,
647,13.485,53.675,
648,13.575,53.675,
649,13.665,53.675,
650,13.754999999999999,53.675,
651,13.844999999999999,53.675,
652,13.934999999999999,53.675,
653,14.024999999999999,53.675,
654,14.114999999999998,53.675,
655,14.205,53.675,
656,14.295,53.675,
657,14.385,53.675,
658,14.475,53.675,30.0
659,14.565,53.675,31.0
660,14.655,53.675,
661,14.745000000000001,53.675,
662,14.835,53.675,
663,14.925,53.675,
664,7.545,53.765,
665,7.635,53.765,
666,7.725,53.765,
667,7.815,53.765,
668,7.905,53.765,
669,7.995,53.765,32.0
670,8.085,53.765,33.0
671,8.175,53.765,34.0
672,8.265,53.765,35.0
673,8.355,53.765,
674,8.445,53.765,
675,8.535,53.765,
676,8.625,53.765,
677,8.715,53.765,
678,8.805,53.765,
679,8.895,53.765,
680,8.985,53.765,
681,9.075,53.765,
682,9.165,53.765,
683,9.254999999999999,53.765,
684,9.345,53.765,36.0
685,9.435,53.765,37.0
686,9.525,53.765,
687,9.615,53.765,
688,9.705,53.765,
689,9.795,53.765,
690,9.885,53.765,
691,9.975,53.765,
692,10.065,53.765,
693,10.155,53.765,
694,10.245000000000001,53.765,
695,10.335,53.765,
696,10.425,53.765,
697,10.515,53.765,
698,10.605,53.765,
699,10.695,53.765,
700,10.785,53.765,
701,10.875,53.765,
702,10.965,53.765,
703,11.055,53.765,
704,11.145,53.765,
705,11.235,53.765,
706,11.325,53.765,
707,11.415,53.765,
708,11.504999999999999,53.765,
709,11.594999999999999,53.765,
710,11.684999999999999,53.765,
711,11.774999999999999,53.765,
712,11.865,53.765,
713,11.955,53.765,
714,12.045,53.765,
715,12.135,53.765,
716,12.225,53.765,
717,12.315,53.765,
718,12.405000000000001,53.765,
719,12.495000000000001,53.765,
720,12.585,53.765,
721,12.675,53.765,
722,12.765,53.765,
723,12.855,53.765,
724,12.945,53.765,
725,13.035,53.765,
726,13.125,53.765,
727,13.215,53.765,
728,13.305,53.765,
729,13.395,53.765,
730,13.485,53.765,
731,13.575,53.765,
732,13.665,53.765,
733,13.754999999999999,53.765,
734,13.844999999999999,53.765,
735,13.934999999999999,53.765,
736,14.024999999999999,53.765,
737,14.114999999999998,53.765,
738,14.205,53.765,
739,14.295,53.765,38.0
740,14.385,53.765,39.0
741,14.475,53.765,40.0
742,14.565,53.765,
743,14.655,53.765,
744,14.745000000000001,53.765,
745,14.835,53.765,
746,14.925,53.765,
747,7.545,53.855,41.0
748,7.635,53.855,42.0
749,7.725,53.855,43.0
750,7.815,53.855,44.0
751,7.905,53.855,45.0
752,7.995,53.855,46.0
753,8.085,53.855,47.0
754,8.175,53.855,
755,8.265,53.855,
756,8.355,53.855,
757,8.445,53.855,
758,8.535,53.855,
759,8.625,53.855,
760,8.715,53.855,48.0
761,8.805,53.855,49.0
762,8.895,53.855,50.0
763,8.985,53.855,51.0
764,9.075,53.855,52.0
765,9.165,53.855,53.0
766,9.254999999999999,53.855,54.0
767,9.345,53.855,55.0
768,9.435,53.855,
769,9.525,53.855,
770,9.615,53.855,
771,9.705,53.855,
772,9.795,53.855,
773,9.885,53.855,
774,9.975,53.855,
775,10.065,53.855,
776,10.155,53.855,
777,10.245000000000001,53.855,
778,10.335,53.855,
779,10.425,53.855,
780,10.515,53.855,
781,10.605,53.855,
782,10.695,53.855,56.0
783,10.785,53.855,57.0
784,10.875,53.855,58.0
785,10.965,53.855,
786,11.055,53.855,
787,11.145,53.855,
788,11.235,53.855,
789,11.325,53.855,
790,11.415,53.855,
791,11.504999999999999,53.855,59.0
792,11.594999999999999,53.855,
793,11.684999999999999,53.855,
794,11.774999999999999,53.855,
795,11.865,53.855,
796,11.955,53.855,
797,12.045,53.855,
798,12.135,53.855,
799,12.225,53.855,
800,12.315,53.855,
801,12.405000000000001,53.855,
802,12.495000000000001,53.855,
803,12.585,53.855,
804,12.675,53.855,
805,12.765,53.855,
806,12.855,53.855,
807,12.945,53.855,
808,13.035,53.855,
809,13.125,53.855,
810,13.215,53.855,
811,13.305,53.855,
812,13.395,53.855,
813,13.485,53.855,
814,13.575,53.855,
815,13.665,53.855,
816,13.754999999999999,53.855,
817,13.844999999999999,53.855,
818,13.934999999999999,53.855,
819,14.024999999999999,53.855,
820,14.114999999999998,53.855,
821,14.205,53.855,
822,14.295,53.855,60.0
823,14.385,53.855,
824,14.475,53.855,
825,14.565,53.855,
826,14.655,53.855,
827,14.745000000000001,53.855,
828,14.835,53.855,
829,14.925,53.855,
830,7.545,53.945,61.0
831,7.635,53.945,62.0
832,7.725,53.945,63.0
833,7.815,53.945,64.0
